,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,diesel,gas,aspiration-std,aspiration-turbo
127,3,122.0,porsche,two,hardtop,rwd,rear,89.5,168.9,65.0,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,9.4,34028,0.0,1.0,1.0,0.0
128,3,122.0,porsche,two,convertible,rwd,rear,89.5,168.9,65.0,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,9.4,37028,0.0,1.0,1.0,0.0
129,1,122.0,porsche,two,hatchback,rwd,front,98.4,175.7,72.3,0.8444816053511706,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288.0,5750,17,8.392857142857142,,0.0,1.0,1.0,0.0
130,0,122.0,renault,four,wagon,fwd,front,96.1,181.5,66.5,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.90,8.7,104.25615763546799,5125.369458128079,23,7.580645161290323,9295,0.0,1.0,1.0,0.0
131,2,122.0,renault,two,hatchback,fwd,front,96.1,176.8,66.6,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.90,8.7,104.25615763546799,5125.369458128079,23,7.580645161290323,9895,0.0,1.0,1.0,0.0
132,3,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250,21,8.392857142857142,11850,0.0,1.0,1.0,0.0
133,2,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250,21,8.392857142857142,12170,0.0,1.0,1.0,0.0
134,3,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250,21,8.392857142857142,15040,0.0,1.0,1.0,0.0
135,2,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250,21,8.392857142857142,15510,0.0,1.0,1.0,0.0
136,3,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500,19,9.038461538461538,18150,0.0,1.0,0.0,1.0
137,2,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500,19,9.038461538461538,18620,0.0,1.0,0.0,1.0
138,2,83,subaru,two,hatchback,fwd,front,93.7,156.9,63.4,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900,31,6.527777777777778,5118,0.0,1.0,1.0,0.0
139,2,83,subaru,two,hatchback,fwd,front,93.7,157.9,63.6,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400,26,7.580645161290323,7053,0.0,1.0,1.0,0.0
140,2,83,subaru,two,hatchback,4wd,front,93.3,157.3,63.8,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400,26,7.580645161290323,7603,0.0,1.0,1.0,0.0
141,0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800,32,6.351351351351352,7126,0.0,1.0,1.0,0.0
142,0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400,28,7.121212121212121,7775,0.0,1.0,1.0,0.0
143,0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200,26,7.34375,9960,0.0,1.0,1.0,0.0
144,0,102,subaru,four,sedan,4wd,front,97.0,172.0,65.4,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,24,9.4,9233,0.0,1.0,1.0,0.0
145,0,102,subaru,four,sedan,4wd,front,97.0,172.0,65.4,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800,24,8.10344827586207,11259,0.0,1.0,0.0,1.0
146,0,89,subaru,four,wagon,fwd,front,97.0,173.5,65.4,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,28,7.34375,7463,0.0,1.0,1.0,0.0
147,0,89,subaru,four,wagon,fwd,front,97.0,173.5,65.4,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200,25,7.580645161290323,10198,0.0,1.0,1.0,0.0
148,0,85,subaru,four,wagon,4wd,front,96.9,173.6,65.4,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,23,8.10344827586207,8013,0.0,1.0,1.0,0.0
149,0,85,subaru,four,wagon,4wd,front,96.9,173.6,65.4,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800,23,10.217391304347826,11694,0.0,1.0,0.0,1.0
150,1,87,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,35,6.0256410256410255,5348,0.0,1.0,1.0,0.0
151,1,87,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,6.184210526315789,6338,0.0,1.0,1.0,0.0
152,1,74,toyota,four,hatchback,fwd,front,95.7,158.7,63.6,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,6.184210526315789,6488,0.0,1.0,1.0,0.0
153,0,77,toyota,four,wagon,fwd,front,95.7,169.7,63.6,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,6.351351351351352,6918,0.0,1.0,1.0,0.0
154,0,81,toyota,four,wagon,4wd,front,95.7,169.7,63.6,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,27,7.34375,7898,0.0,1.0,1.0,0.0
155,0,91,toyota,four,wagon,4wd,front,95.7,169.7,63.6,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,27,7.34375,8778,0.0,1.0,1.0,0.0
156,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,30,6.351351351351352,6938,0.0,1.0,1.0,0.0
157,0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,30,6.351351351351352,7198,0.0,1.0,1.0,0.0
158,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500,34,6.527777777777778,7898,1.0,0.0,1.0,0.0
159,0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500,38,5.0,7788,1.0,0.0,1.0,0.0
160,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,38,5.0,7738,0.0,1.0,1.0,0.0
161,0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,28,6.911764705882353,8358,0.0,1.0,1.0,0.0
162,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,28,6.911764705882353,9258,0.0,1.0,1.0,0.0
163,1,168,toyota,two,sedan,rwd,front,94.5,168.7,64.0,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,29,6.911764705882353,8058,0.0,1.0,1.0,0.0
164,1,168,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,29,6.911764705882353,8238,0.0,1.0,1.0,0.0
165,1,168,toyota,two,sedan,rwd,front,94.5,168.7,64.0,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600,26,8.10344827586207,9298,0.0,1.0,1.0,0.0
166,1,168,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600,26,8.10344827586207,9538,0.0,1.0,1.0,0.0
167,2,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,7.833333333333333,8449,0.0,1.0,1.0,0.0
168,2,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,7.833333333333333,9639,0.0,1.0,1.0,0.0
169,2,134,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,7.833333333333333,9989,0.0,1.0,1.0,0.0
170,2,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,7.833333333333333,11199,0.0,1.0,1.0,0.0
171,2,134,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,7.833333333333333,11549,0.0,1.0,1.0,0.0
172,2,134,toyota,two,convertible,rwd,front,98.4,176.2,65.6,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,7.833333333333333,17669,0.0,1.0,1.0,0.0
173,-1,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,29,6.911764705882353,8948,0.0,1.0,1.0,0.0
174,-1,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500,30,7.121212121212121,10698,1.0,0.0,0.0,1.0
175,-1,65,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,7.34375,9988,0.0,1.0,1.0,0.0
176,-1,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,7.34375,10898,0.0,1.0,1.0,0.0
177,-1,65,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,7.34375,11248,0.0,1.0,1.0,0.0
178,3,197,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200,20,9.791666666666666,16558,0.0,1.0,1.0,0.0
179,3,197,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200,19,9.791666666666666,15998,0.0,1.0,1.0,0.0
180,-1,90,toyota,four,sedan,rwd,front,104.5,187.8,66.5,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200,20,9.791666666666666,15690,0.0,1.0,1.0,0.0
181,-1,122.0,toyota,four,wagon,rwd,front,104.5,187.8,66.5,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200,19,9.791666666666666,15750,0.0,1.0,1.0,0.0
182,2,122,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2261,ohc,four,97,idi,3.01,3.40,23.0,52.0,4800,37,5.108695652173913,7775,1.0,0.0,1.0,0.0
183,2,122,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,6.911764705882353,7975,0.0,1.0,1.0,0.0
184,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2264,ohc,four,97,idi,3.01,3.40,23.0,52.0,4800,37,5.108695652173913,7995,1.0,0.0,1.0,0.0
185,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,6.911764705882353,8195,0.0,1.0,1.0,0.0
186,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,6.911764705882353,8495,0.0,1.0,1.0,0.0
187,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2319,ohc,four,97,idi,3.01,3.40,23.0,68.0,4500,37,5.595238095238095,9495,1.0,0.0,0.0,1.0
188,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.40,10.0,100.0,5500,26,7.34375,9995,0.0,1.0,1.0,0.0
189,3,122.0,volkswagen,two,convertible,fwd,front,94.5,159.3,64.2,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.40,8.5,90.0,5500,24,8.10344827586207,11595,0.0,1.0,1.0,0.0
190,3,256,volkswagen,two,hatchback,fwd,front,94.5,165.7,64.0,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.40,8.5,90.0,5500,24,8.10344827586207,9980,0.0,1.0,1.0,0.0
191,0,122.0,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,9.791666666666666,13295,0.0,1.0,1.0,0.0
192,0,122.0,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.40,23.0,68.0,4500,33,6.184210526315789,13845,1.0,0.0,0.0,1.0
193,0,122.0,volkswagen,four,wagon,fwd,front,100.4,183.1,66.9,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.40,9.0,88.0,5500,25,7.580645161290323,12290,0.0,1.0,1.0,0.0
194,-2,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,8.392857142857142,12940,0.0,1.0,1.0,0.0
195,-1,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,8.392857142857142,13415,0.0,1.0,1.0,0.0
196,-2,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,24,8.392857142857142,15985,0.0,1.0,1.0,0.0
197,-1,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,24,8.392857142857142,16515,0.0,1.0,1.0,0.0
198,-2,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100,17,10.681818181818182,18420,0.0,1.0,0.0,1.0
199,-1,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100,17,10.681818181818182,18950,0.0,1.0,0.0,1.0
200,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,8.392857142857142,16845,0.0,1.0,1.0,0.0
201,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.8,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300,19,9.4,19045,0.0,1.0,0.0,1.0
202,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500,18,10.217391304347826,21485,0.0,1.0,1.0,0.0
203,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.40,23.0,106.0,4800,26,8.703703703703704,22470,1.0,0.0,0.0,1.0
204,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,19,9.4,22625,0.0,1.0,0.0,1.0
